manufacturer,model,aircraft_type,description,engine_count,engine_type,aircraft_category,engine_manufacturer,engine_model,body_type,max_seats,engine_source,max_seats_source,contributor,
De Havilland,DH-98 Mosquito,MOSQ,L2P,2,Piston,LandPlane,Packard,Merlin 31,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,Bhavye,
De Havilland,DH-98 Mosquito FB Mk.26,MOSQ,L2P,2,Piston,LandPlane,Packard,Merlin 225,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,Bhavye,
De Havilland,DH-98 Mosquito T Mk.3,MOSQ,L2P,2,Piston,LandPlane,Rolls Royce,Merlin 21,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,https://en.wikipedia.org/wiki/De_Havilland_Mosquito,Bhavye,
De Havilland Canada,DHA-3 Drover Mk.2,DHA3,L3P,3,Piston,LandPlane,De Havilland,Gipsy Major,Regional,8,https://en.wikipedia.org/wiki/De_Havilland_Australia_DHA-3_Drover,https://en.wikipedia.org/wiki/De_Havilland_Australia_DHA-3_Drover,Bhavye,
De Havilland Canada,DHC-1 Chipmunk,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk Mk.20,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk Mk.21,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk Mk.22,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk Mk.22A,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk Mk.23,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk T.10,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 8,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1 Chipmunk T.20,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1A-1 Chipmunk,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 1C,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1B-2 Chipmunk,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10-2,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1B-2-S3 Chipmunk,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1B-2-S5 Chipmunk,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 10,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-1C Chipmunk T.10,DHC1,L1P,1,Piston,LandPlane,De Havilland,Gipsy Major 8,Military,2,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-1_Chipmunk,Bhavye,
De Havilland Canada,DHC-2 Beaver,DHC2,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Beaver AL Mk.1,DHC2,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Beaver Mk.1,DHC2,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Beaver Mk.2,DHC2,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Beaver Mk.3,DHC2,L1P,1,Piston,LandPlane,Pratt & Whitney,R-985,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Turbo Beaver,DH2T,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-6;PT6A-20,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Turbo Beaver Mk.1,DH2T,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-6;PT6A-20,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2 Turbo Beaver Mk.3,DH2T,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-6;PT6A-20,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-2/A1 Wallaroo,DH2T,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney,PT6A-6;PT6A-20,Utility,6,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-2_Beaver,Bhavye,
De Havilland Canada,DHC-3 Otter,DHC3,L1P,1,Piston,LandPlane,Pratt & Whitney,R-1340-S1H1-G,Utility,11,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,Bhavye,
De Havilland Canada,DHC-3 Turbo Otter,DH3T,L1T,1,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-27,Utility,11,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-3_Otter,Bhavye,
De Havilland Canada,DHC-4 Caribou,DHC4,L2P,2,Piston,LandPlane,Pratt & Whitney,R-2000-7M2,Freighter,30,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-4_Caribou,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-4_Caribou,Bhavye,
De Havilland Canada,DHC-4A Caribou,DHC4,L2P,2,Piston,LandPlane,Pratt & Whitney,R-2000-7M2,Freighter,30,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-4_Caribou,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-4_Caribou,Bhavye,
De Havilland Canada,DHC-5A Buffalo,DHC5,L2T,2,Turboprop/Turboshaft,LandPlane,General Electric,CT64-820-4,Utility,41,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-5_Buffalo,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-5_Buffalo,Bhavye,
De Havilland Canada,DHC-6-100 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-20,Regional,20,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
De Havilland Canada,DHC-6-200 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-20,Regional,20,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
De Havilland Canada,DHC-6-300 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-27,Regional,20,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
De Havilland Canada,DHC-6-310 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-27,Regional,20,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
De Havilland Canada,DHC-6-320 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-27,Regional,20,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
Viking Air,DHC-6-400 Twin Otter,DHC6,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-34,Regional,19,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,https://en.wikipedia.org/wiki/De_Havilland_Canada_DHC-6_Twin_Otter,Bhavye,
De Havilland Canada,DHC-7-102 Dash 7,DHC7,L4T,4,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-50,Narrow,54,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,Bhavye,
De Havilland Canada,DHC-7-103 Dash 7,DHC7,L4T,4,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-50,Narrow,50,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,Bhavye,
De Havilland Canada,DHC-7-110 Dash 7,DHC7,L4T,4,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-50,Narrow,54,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,Bhavye,
De Havilland Canada,DHC-7-150 Dash 7,DHC7,L4T,4,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-50,Narrow,50,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_7,Bhavye,
De Havilland Canada,DHC-8-101 Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW120;PW120A,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-102 Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW120A;PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-102A Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW120A,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-103 Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-103A Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-103B Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-103Q Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-106 Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-106MPA Dash 8,DH8A,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW121,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-201 Dash 8,DH8B,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123C,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-201B Dash 8,DH8B,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123C,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-202 Dash 8,DH8B,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123D,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-202B Dash 8,DH8B,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123D,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-202MPA Dash 8,DH8B,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123D,Narrow,39,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-300 Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123;PW123A,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-301 Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-311 Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123A,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-311A Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123A,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-311B Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123A,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-311Q Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123A,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-314 Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123B,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-314Q Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123B,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-315 Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123E,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-315MPA Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123E,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-315MSA Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123E,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-315Q Dash 8,DH8C,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW123E,Narrow,56,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-401 Dash 8,DH8D,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW150A,Narrow,70,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-402 Dash 8,DH8D,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW150A,Narrow,78,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland Canada,DHC-8-402NG Dash 8,DH8D,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PW150A,Narrow,78,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_8,https://en.wikipedia.org/wiki/De_Havilland_Canada_Dash_9,Bhavye,
De Havilland,Devon C Mk.1,DOVE,L2P,2,Piston,LandPlane,De Havilland,Gipsy Queen 70-4,Regional,8,https://en.wikipedia.org/wiki/De_Havilland_Dove,https://en.wikipedia.org/wiki/De_Havilland_Dove,Bhavye,
De Havilland,Devon C Mk.2,DOVE,L2P,2,Piston,LandPlane,De Havilland,Gipsy Queen 175,Regional,8,https://en.wikipedia.org/wiki/De_Havilland_Dove,https://en.wikipedia.org/wiki/De_Havilland_Dove,Bhavye,
Dornier,Do 128-6 Turbo Skyservant,D28T,L2T,2,Turboprop/Turboshaft,LandPlane,Pratt & Whitney Canada,PT6A-110,Military,13,https://en.wikipedia.org/wiki/Dornier_Do_28,https://en.wikipedia.org/wiki/Dornier_Do_28#Dornier_Do_28_D_Skyservant,Ansh,
Dornier,Do 228-100,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10,Military,19,https://en.wikipedia.org/wiki/Dornier_228#Dornier_228NG,https://en.wikipedia.org/wiki/Dornier_228#Dornier_228NG,Ansh,
RUAG,Do 228-100 NG,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10,Regional,2,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Arhaan,
Dornier,Do 228-101,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,311-5-252D,Regional,19,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Aarav,
Dornier,Do 228-200,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,311-5-252D,Regional,19,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Aarav,
Dornier,Do 228-201,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,311-5-252D,Regional,20,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Aarav,
Dornier,Do 228-202,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,311-5-252D,Regional,20,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Aarav,
Dornier,Do 228-202K,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10,Regional,19,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Rayna,
Dornier,Do 228-203,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331-10,Regional,19,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Rayna,
Dornier,Do 228-212,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Garrett,311-5A-252D,Regional,20,https://en.wikipedia.org/wiki/Dornier_228#Specifications_(Dornier_228NG),https://en.wikipedia.org/wiki/Dornier_228#Specifications_(Dornier_228NG),Aarav,
RUAG,Do 228-212 NG,D228,L2T,2,Turboprop/Turboshaft,LandPlane,Honeywell,TPE331,Regional,19,https://en.wikipedia.org/wiki/Dornier_228,https://en.wikipedia.org/wiki/Dornier_228,Abiya,
Dornier,Do 27,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27A,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27A-1,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27A-3,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27A-4,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27B-1,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27B-3,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27B-5,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27H-2,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,5,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27Q-1,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,6,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27Q-4,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,6,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27Q-5,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,6,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
Dornier,Do 27Q-6,DO27,L1P,1,Piston,LandPlane,Lycoming,GO-480-B1A6,Private,6,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,https://en.wikipedia.org/wiki/Dornier_Do_27#Variants,Ananya,
